id,group,reference_difficulty
translation_010352,translation_control,-15.845264911651611
translation_010373,translation_control,-6.240926027297974
translation_010413,translation_control,-8.901604890823364
translation_010417,translation_control,-15.656959056854248
translation_010422,translation_control,-22.62897777557373
translation_010423,translation_control,-28.34372615814209
translation_010424,translation_control,-15.14303207397461
translation_010427,translation_control,-27.768333435058594
translation_010428,translation_control,-14.567639350891113
translation_010439,translation_control,-27.803035736083984
translation_010443,translation_control,-23.721623420715332
translation_010478,translation_control,-8.14597463607788
translation_010479,translation_control,-8.481972217559814
translation_010533,translation_control,-18.6409969329834
translation_010550,translation_control,-1.4756314754486084
translation_010551,translation_control,-2.1862452626228333
translation_010558,translation_control,-4.9971935749053955
translation_010560,translation_control,-4.534228444099426
translation_010598,translation_control,-8.882251977920532
translation_010599,translation_control,-9.163558721542358
translation_010602,translation_control,-7.752475023269653
translation_010603,translation_control,-8.055026710033417
translation_010620,translation_control,-13.695610046386719
translation_010653,translation_control,-4.35086190700531
translation_010692,translation_control,-16.280942916870117
translation_010694,translation_control,-8.949394464492798
translation_010720,translation_control,-6.2726781368255615
translation_010737,translation_control,-23.55591869354248
translation_010758,translation_control,-18.803390502929688
translation_010807,translation_control,-10.213040232658386
translation_010811,translation_control,-10.037019491195679
translation_010812,translation_control,-4.751212954521179
translation_010874,translation_control,-5.324512958526611
translation_010879,translation_control,-3.8228174448013306
translation_010892,translation_control,-15.165574550628662
translation_010902,translation_control,-9.378027439117432
translation_010930,translation_control,-20.161574363708496
translation_010942,translation_control,-4.330056428909302
translation_010956,translation_control,-7.677520036697388
translation_010958,translation_control,-7.410046815872192
translation_010959,translation_control,-5.275589108467102
translation_011118,translation_control,-13.210118770599365
translation_011121,translation_control,-13.806131839752197
translation_011125,translation_control,-22.866823196411133
translation_011139,translation_control,-16.77680778503418
translation_011141,translation_control,-8.254472255706787
translation_011142,translation_control,-10.954924583435059
translation_011145,translation_control,-10.333998680114746
translation_011151,translation_control,-16.109763145446777
translation_011173,translation_control,-4.7926318645477295
translation_011174,translation_control,-5.976884365081787
translation_011178,translation_control,-11.044106721878052
translation_011184,translation_control,-9.397878408432007
translation_011186,translation_control,-8.456071853637695
translation_011203,translation_control,-4.77282452583313
translation_011219,translation_control,-3.680139183998108
translation_011239,translation_control,-7.839283466339111
translation_011240,translation_control,-8.96785831451416
translation_011255,translation_control,-22.64784812927246
translation_011257,translation_control,-21.065390586853027
translation_011279,translation_control,-16.930755615234375
translation_011284,translation_control,-13.093086242675781
translation_011303,translation_control,-9.86333703994751
translation_011320,translation_control,-8.284020900726318
translation_011341,translation_control,-5.376585006713867
translation_011343,translation_control,-5.112135887145996
translation_011344,translation_control,-6.255916595458984
translation_011358,translation_control,-3.7336381673812866
translation_011387,translation_control,-7.395094156265259
translation_011389,translation_control,-11.708371639251709
translation_011418,translation_control,-16.85962200164795
translation_011424,translation_control,-17.94824981689453
translation_011445,translation_control,-6.7966625690460205
translation_011466,translation_control,-21.093758583068848
translation_011468,translation_control,-17.109291553497314
translation_011484,translation_control,-12.360768556594849
translation_011485,translation_control,-10.805439233779907
translation_011487,translation_control,-11.113081216812134
translation_011488,translation_control,-12.11634373664856
translation_011495,translation_control,-11.481558799743652
translation_011519,translation_control,-21.878226280212402
translation_011527,translation_control,-18.210827350616455
translation_011559,translation_control,-6.151401996612549
translation_011569,translation_control,-16.349446773529053
translation_011571,translation_control,-26.33245277404785
translation_011579,translation_control,-17.45115900039673
translation_011642,translation_control,-7.894332617521286
translation_011680,translation_control,-13.185254096984863
translation_011703,translation_control,-7.992496371269226
translation_011704,translation_control,-12.531437516212463
translation_011712,translation_control,-21.026095390319824
translation_011713,translation_control,-17.25074052810669
translation_011714,translation_control,-15.420259237289429
translation_011762,translation_control,-6.082857608795166
translation_011763,translation_control,-4.887129068374634
translation_011765,translation_control,-9.47300672531128
translation_011794,translation_control,-6.610311031341553
translation_011857,translation_control,-17.544105529785156
translation_011894,translation_control,-10.281935691833496
translation_011911,translation_control,-5.532163918018341
translation_011964,translation_control,-8.677524328231812
translation_012088,translation_control,-17.08296251296997
translation_012140,translation_control,-6.01022207736969
translation_012167,translation_control,-5.766073822975159
translation_012168,translation_control,-8.433135867118835
translation_012252,translation_control,-13.000083923339844
translation_012263,translation_control,-17.822500228881836
translation_012265,translation_control,-24.380386352539062
translation_012267,translation_control,-26.920228958129883
translation_012269,translation_control,-13.788305282592773
translation_012271,translation_control,-20.506110191345215
translation_012276,translation_control,-20.50696563720703
translation_012278,translation_control,-15.744757652282715
translation_012279,translation_control,-6.937771320343018
translation_012280,translation_control,-9.908298015594482
translation_012320,translation_control,-4.810036301612854
translation_012321,translation_control,-6.423539876937866
translation_012322,translation_control,-3.6917234659194946
translation_012395,translation_control,-24.94675874710083
translation_012447,translation_control,-18.151021480560303
translation_012453,translation_control,-5.576120138168335
translation_012500,translation_control,-9.02060055732727
translation_012506,translation_control,-8.654792547225952
translation_012512,translation_control,-1.6524315252900124
translation_012640,translation_control,-11.32352352142334
translation_012646,translation_control,-5.357588410377502
translation_012649,translation_control,-3.1612942218780518
translation_012650,translation_control,-21.438008308410645
translation_012655,translation_control,-18.101492881774902
translation_012713,translation_control,-14.669347763061523
translation_012755,translation_control,-12.334177255630493
translation_012763,translation_control,-13.105177402496338
translation_012777,translation_control,-12.912426471710205
translation_012778,translation_control,-12.363106966018677
translation_012780,translation_control,-19.717628479003906
translation_012781,translation_control,-11.633886814117432
translation_012792,translation_control,-2.577018588781357
translation_012794,translation_control,-10.16889700293541
translation_012795,translation_control,-2.0526226460933685
translation_012845,translation_control,-12.46185851097107
translation_012891,translation_control,-21.661508560180664
translation_012892,translation_control,-9.213791370391846
translation_012915,translation_control,-11.999315738677979
translation_013014,translation_control,-25.970901489257812
translation_013054,translation_control,-30.599989891052246
translation_013055,translation_control,-19.26243782043457
translation_013057,translation_control,-16.429283618927002
translation_013075,translation_control,-13.476487159729004
translation_013105,translation_control,-6.813854455947876
translation_013106,translation_control,-6.731963157653809
translation_013107,translation_control,-9.00306248664856
translation_013108,translation_control,-8.207311868667603
translation_013109,translation_control,-13.82112741470337
translation_013110,translation_control,-7.201308965682983
translation_013111,translation_control,-13.66887617111206
translation_013112,translation_control,-9.042232036590576
translation_013113,translation_control,-7.314640998840332
translation_013114,translation_control,-7.232749700546265
translation_013115,translation_control,-9.503849029541016
translation_013145,translation_control,-12.617893695831299
translation_013147,translation_control,-6.755563020706177
translation_013211,translation_control,-10.896965026855469
translation_013213,translation_control,-7.2600812911987305
translation_013283,translation_control,-11.481786727905273
translation_013284,translation_control,-12.568178176879883
translation_013342,translation_control,-8.811797797679901
translation_013345,translation_control,-7.073395848274231
translation_013346,translation_control,-6.71334707736969
translation_013351,translation_control,-14.497037887573242
translation_013353,translation_control,-13.864128112792969
translation_013354,translation_control,-11.960949897766113
translation_013356,translation_control,-11.32804012298584
translation_013357,translation_control,-13.893598079681396
translation_013359,translation_control,-13.260688304901123
translation_013360,translation_control,-17.8840913772583
translation_013362,translation_control,-17.251181602478027
translation_013363,translation_control,-15.183745861053467
translation_013365,translation_control,-14.550836086273193
translation_013366,translation_control,-12.103317737579346
translation_013368,translation_control,-11.470407962799072
translation_013369,translation_control,-14.840530395507812
translation_013371,translation_control,-14.207620620727539
translation_013372,translation_control,-15.634991645812988
translation_013374,translation_control,-14.709159851074219
translation_013378,translation_control,-13.307842254638672
translation_013379,translation_control,-12.781041145324707
translation_013418,translation_control,-8.964138984680176
translation_013419,translation_control,-3.733341336250305
translation_013423,translation_control,-5.317714214324951
translation_013426,translation_control,-11.001677393913269
translation_013427,translation_control,-12.677479267120361
translation_013428,translation_control,-10.651508688926697
translation_013483,translation_control,-18.814980506896973
translation_013512,translation_control,-9.01095861196518
translation_013518,translation_control,-15.182814121246338
translation_013539,translation_control,-9.588308811187744
translation_013567,translation_control,-13.328110039234161
translation_013569,translation_control,-5.356742471456528
translation_013570,translation_control,-10.37961682677269
translation_013584,translation_control,-6.38711678981781
translation_013587,translation_control,-11.85455048084259
translation_013588,translation_control,-6.625576138496399
translation_013590,translation_control,-2.5408596992492676
translation_013608,translation_control,-8.985551595687866
translation_013609,translation_control,-9.868152141571045
translation_013614,translation_control,-10.467761039733887
translation_013615,translation_control,-8.536447286605835
translation_013616,translation_control,-6.0771379470825195
translation_013617,translation_control,-9.139007329940796
translation_013618,translation_control,-9.039958238601685
translation_013619,translation_control,-6.312695741653442
translation_013620,translation_control,-7.265490531921387
translation_013621,translation_control,-4.806181192398071
translation_013622,translation_control,-10.435611605644226
translation_013624,translation_control,-4.428177714347839
translation_013627,translation_control,-10.175885137170553
translation_013628,translation_control,-7.209809239953756
translation_013631,translation_control,-4.191433362662792
translation_013632,translation_control,-7.648339204490185
translation_013634,translation_control,-3.255261354148388
translation_013672,translation_control,-9.63789987564087
translation_013673,translation_control,-14.479732990264893
translation_013699,translation_control,-5.3903632164001465
translation_013707,translation_control,-16.262335300445557
translation_013733,translation_control,-4.964515686035156
translation_013750,translation_control,-8.9967360496521
translation_013751,translation_control,-6.620537757873535
translation_013761,translation_control,-8.991973400115967
translation_013762,translation_control,-6.615775108337402
translation_013768,translation_control,-5.594492077827454
translation_013780,translation_control,-1.6549420654773712
translation_013781,translation_control,-1.2996205985546112
translation_013783,translation_control,-1.4001276791095734
translation_013801,translation_control,-17.357081413269043
translation_013802,translation_control,-10.214258193969727
translation_013834,translation_control,-6.488326191902161
translation_013835,translation_control,-5.766821026802063
translation_013895,translation_control,-22.13187026977539
translation_013934,translation_control,-17.37256669998169
translation_013940,translation_control,-18.12820339202881
translation_013941,translation_control,-13.663466930389404
translation_013947,translation_control,-13.769093036651611
translation_013963,translation_control,-21.061511039733887
translation_014048,translation_control,-9.325285911560059
translation_014056,translation_control,-7.756256580352783
translation_014073,translation_control,-10.599730610847473
translation_014075,translation_control,-6.089451789855957
translation_014089,translation_control,-17.411463499069214
translation_014113,translation_control,-13.794057369232178
translation_014115,translation_control,-12.792898178100586
translation_014127,translation_control,-8.588507890701294
translation_014193,translation_control,-14.62658166885376
translation_014225,translation_control,-3.6192623376846313
translation_014244,translation_control,-14.845705032348633
translation_014287,translation_control,-7.206657648086548
translation_014291,translation_control,-7.9885478019714355
translation_014293,translation_control,-5.827503204345703
translation_014294,translation_control,-9.094292640686035
translation_014308,translation_control,-3.794006586074829
translation_014309,translation_control,-5.541159152984619
translation_014331,translation_control,-8.13677167892456
translation_014332,translation_control,-7.832106590270996
translation_014333,translation_control,-7.493998289108276
translation_014389,translation_control,-12.584309577941895
translation_014392,translation_control,-9.69762134552002
translation_014394,translation_control,-13.459650039672852
translation_014537,translation_control,-19.652045249938965
translation_014545,translation_control,-18.586247444152832
translation_014560,translation_control,-9.760340452194214
translation_014641,translation_control,-15.476442813873291
translation_014644,translation_control,-18.675809383392334
translation_014645,translation_control,-13.984033584594727
translation_014647,translation_control,-17.096076488494873
translation_014655,translation_control,-3.9186803698539734
translation_014660,translation_control,-9.14454135298729
translation_014662,translation_control,-3.199950024485588
translation_014701,translation_control,-16.262818813323975
translation_014703,translation_control,-11.00732135772705
translation_014706,translation_control,-14.601751804351807
translation_014707,translation_control,-14.743178844451904
translation_014734,translation_control,-9.9902925491333
translation_014747,translation_control,-11.86356806755066
translation_014753,translation_control,-2.0242432951927185
translation_014755,translation_control,-3.8565492630004883
translation_014764,translation_control,-5.431273937225342
translation_014767,translation_control,-10.504768371582031
translation_014771,translation_control,-13.79077434539795
translation_014806,translation_control,-10.369621276855469
translation_014807,translation_control,-5.793464422225952
translation_014814,translation_control,-9.655795574188232
translation_014815,translation_control,-12.664961338043213
translation_014816,translation_control,-12.755887508392334
translation_014860,translation_control,-6.434244871139526
translation_014861,translation_control,-9.443410634994507
translation_014862,translation_control,-9.534336805343628
translation_014865,translation_control,-4.921813488006592
translation_014866,translation_control,-8.518597602844238
translation_014884,translation_control,-8.451732158660889
translation_014885,translation_control,-11.940220832824707
translation_014907,translation_control,-14.139849662780762
translation_014908,translation_control,-9.893733978271484
translation_014909,translation_control,-9.550341606140137
translation_014926,translation_control,-15.988731861114502
translation_014974,translation_control,-11.003469467163086
translation_014975,translation_control,-2.599189281463623
translation_014976,translation_control,-3.0913206338882446
translation_014977,translation_control,-12.673273086547852
translation_014979,translation_control,-1.9478428363800049
translation_014982,translation_control,-18.39824104309082
translation_014983,translation_control,-14.907216548919678
translation_014985,translation_control,-8.509439826011658
translation_014987,translation_control,-11.53735876083374
translation_015015,translation_control,-5.978438854217529
translation_015016,translation_control,-5.218274235725403
translation_015019,translation_control,-3.4938971996307373
translation_015020,translation_control,-4.250209331512451
translation_015021,translation_control,-4.91807222366333
translation_015037,translation_control,-6.265065312385559
translation_015038,translation_control,-7.770515441894531
translation_015093,translation_control,-13.46083664894104
translation_015094,translation_control,-15.972910404205322
translation_015096,translation_control,-23.29280376434326
translation_015097,translation_control,-26.079729080200195
translation_015172,translation_control,-9.966625332832336
translation_015183,translation_control,-18.438072204589844
translation_015184,translation_control,-19.342516899108887
translation_015187,translation_control,-14.62763786315918
translation_015196,translation_control,-13.461801052093506
translation_015203,translation_control,-13.48050594329834
translation_015226,translation_control,-7.691272795200348
translation_015227,translation_control,-3.3835509419441223
translation_015242,translation_control,-10.537533283233643
translation_015243,translation_control,-6.1792168617248535
translation_015244,translation_control,-5.614025831222534
translation_015245,translation_control,-7.1024394035339355
translation_015284,translation_control,-7.467392683029175
translation_015288,translation_control,-7.238501310348511
translation_015291,translation_control,-7.458666563034058
translation_015297,translation_control,-5.163789868354797
translation_015305,translation_control,-2.3479502201080322
translation_015339,translation_control,-24.486085891723633
translation_015357,translation_control,-19.63009738922119
translation_015401,translation_control,-16.86789560317993
translation_015403,translation_control,-15.761866331100464
translation_015405,translation_control,-14.637199401855469
translation_015411,translation_control,-26.63633155822754
translation_015464,translation_control,-9.571815967559814
translation_015466,translation_control,-16.890843868255615
translation_015489,translation_control,-11.203526496887207
translation_015493,translation_control,-7.674767971038818
translation_015494,translation_control,-11.092543601989746
translation_015584,translation_control,-20.445697784423828
translation_015598,translation_control,-4.492414951324463
translation_015607,translation_control,-17.18372631072998
translation_015626,translation_control,-17.087766647338867
translation_015628,translation_control,-7.445343494415283
translation_015630,translation_control,-11.48947262763977
translation_015639,translation_control,-24.647510528564453
translation_015640,translation_control,-14.35480260848999
translation_015641,translation_control,-19.004895210266113
translation_015664,translation_control,-9.377584457397461
translation_015697,translation_control,-14.448800563812256
translation_015699,translation_control,-13.402360439300537
translation_015807,translation_control,-7.179925322532654
translation_015808,translation_control,-6.62701416015625
translation_015809,translation_control,-4.370159268379211
translation_015815,translation_control,-4.365821599960327
translation_015893,translation_control,-15.451743125915527
translation_015958,translation_control,-14.164742469787598
translation_016021,translation_control,-3.8892745971679688
translation_016024,translation_control,-11.521087646484375
translation_016025,translation_control,-6.951990604400635
translation_016028,translation_control,-11.119227409362793
translation_016064,translation_control,-9.116981506347656
translation_016065,translation_control,-11.187690734863281
translation_016076,translation_control,-20.73038959503174
translation_016077,translation_control,-12.294329643249512
translation_016100,translation_control,-10.703252792358398
translation_016108,translation_control,-20.315403938293457
translation_016114,translation_control,-16.952428340911865
translation_016178,translation_control,-9.213540434837341
translation_016187,translation_control,-12.617645740509033
translation_016214,translation_control,-28.706652641296387
translation_016215,translation_control,-22.616015434265137
translation_016217,translation_control,-21.591777801513672
translation_016218,translation_control,-20.355237007141113
translation_016219,translation_control,-25.039836883544922
translation_016231,translation_control,-16.88150119781494
translation_016232,translation_control,-15.719916820526123
translation_016233,translation_control,-20.335227966308594
translation_016250,translation_control,-8.5161874294281
translation_016251,translation_control,-8.232172012329102
translation_016280,translation_control,-7.4957075119018555
translation_016303,translation_control,-9.3018217086792
translation_016370,translation_control,-14.470393180847168
translation_016371,translation_control,-13.316138744354248
translation_016372,translation_control,-14.925497055053711
translation_016400,translation_control,-12.736364126205444
translation_016412,translation_control,-10.341383814811707
translation_016468,translation_control,-14.497150659561157
translation_016471,translation_control,-21.778807640075684
translation_016473,translation_control,-26.012883186340332
translation_016640,translation_control,-12.2886323928833
translation_016719,translation_control,-10.751719951629639
translation_016768,translation_control,-17.912907361984253
translation_016825,translation_control,-10.261626958847046
translation_016826,translation_control,-11.07076120376587
translation_016830,translation_control,-6.162001371383667
translation_016834,translation_control,-2.841446042060852
translation_016859,translation_control,-10.100664615631104
translation_016881,translation_control,-9.461007118225098
translation_016883,translation_control,-12.386031150817871
translation_016892,translation_control,-5.49442720413208
translation_016921,translation_control,-11.921867370605469
translation_016929,translation_control,-8.6261488199234
translation_016931,translation_control,-10.554492950439453
translation_016932,translation_control,-10.73751950263977
translation_016951,translation_control,-6.081823796033859
translation_016977,translation_control,-8.502180218696594
translation_016978,translation_control,-3.4973838925361633
translation_016979,translation_control,-3.5373128056526184
translation_016981,translation_control,-5.533486485481262
translation_016983,translation_control,-6.617217600345612
translation_016995,translation_control,-6.871055960655212
translation_017097,translation_control,-7.00475150346756
translation_017102,translation_control,-9.573511183261871
translation_017109,translation_control,-10.166282653808594
translation_017110,translation_control,-4.7353832721710205
translation_017146,translation_control,-5.278192043304443
translation_017173,translation_control,-13.02767276763916
translation_017195,translation_control,-2.3990485668182373
translation_017196,translation_control,-4.860753774642944
translation_017197,translation_control,-5.007594585418701
translation_017198,translation_control,-3.0830905437469482
translation_017203,translation_control,-2.56508070230484
translation_017204,translation_control,-5.075479090213776
translation_017205,translation_control,-5.251071035861969
translation_017206,translation_control,-3.3892250657081604
translation_017211,translation_control,-3.3483046293258667
translation_017213,translation_control,-5.987863659858704
translation_017214,translation_control,-4.126017689704895
translation_017223,translation_control,-17.224363327026367
translation_017224,translation_control,-13.68755578994751
translation_017225,translation_control,-18.25428009033203
translation_017226,translation_control,-15.083006381988525
translation_017231,translation_control,-8.746172904968262
translation_017232,translation_control,-11.228443145751953
translation_017233,translation_control,-4.41716992855072
translation_017236,translation_control,-6.476467609405518
translation_017252,translation_control,-1.7718333005905151
translation_017277,translation_control,-12.146149635314941
translation_017303,translation_control,-14.69016981124878
translation_017320,translation_control,-19.307663917541504
translation_017327,translation_control,-7.545116901397705
translation_017328,translation_control,-9.409185886383057
translation_017330,translation_control,-4.595536589622498
translation_017364,translation_control,-15.011007070541382
translation_017405,translation_control,-6.064319610595703
translation_017444,translation_control,-4.74553108215332
translation_017445,translation_control,-15.849952220916748
translation_017451,translation_control,-17.91053032875061
translation_017452,translation_control,-28.876891136169434
translation_017458,translation_control,-15.916931867599487
translation_017513,translation_control,-13.490105152130127
translation_017517,translation_control,-16.204185962677002
translation_017536,translation_control,-12.105432510375977
translation_017553,translation_control,-20.149319648742676
translation_017554,translation_control,-27.42094898223877
translation_017555,translation_control,-25.011347770690918
translation_017556,translation_control,-18.77659797668457
translation_017558,translation_control,-21.264314651489258
translation_017560,translation_control,-17.248982906341553
translation_017562,translation_control,-7.04096794128418
translation_017580,translation_control,-6.081886291503906
translation_017581,translation_control,-6.2785327434539795
translation_017583,translation_control,-16.133906602859497
translation_017584,translation_control,-11.01923394203186
translation_017588,translation_control,-5.572523266077042
translation_017589,translation_control,-4.45141139626503
translation_017591,translation_control,-14.903315521776676
translation_017592,translation_control,-12.687259390950203
translation_017594,translation_control,-7.714673191308975
translation_017600,translation_control,-14.215572237968445
translation_017617,translation_control,-8.804413318634033
translation_017618,translation_control,-9.152419567108154
translation_017624,translation_control,-14.855754375457764
translation_017631,translation_control,-3.8746554851531982
translation_017645,translation_control,-6.117267191410065
translation_017646,translation_control,-1.1972285509109497
translation_017675,translation_control,-7.323752760887146
translation_017700,translation_control,-3.9556092023849487
translation_017712,translation_control,-3.1809827089309692
translation_017713,translation_control,-5.641713619232178
translation_017758,translation_control,-19.666650772094727
translation_017830,translation_control,-3.97087562084198
translation_017848,translation_control,-16.509544372558594
translation_017890,translation_control,-10.000734090805054
translation_017906,translation_control,-18.77582836151123
translation_017908,translation_control,-10.473966121673584
translation_017910,translation_control,-15.207026481628418
translation_017968,translation_control,-13.132147312164307
translation_017971,translation_control,-20.59124755859375
translation_018004,translation_control,-13.31966257095337
translation_018005,translation_control,-13.023618221282959
translation_018006,translation_control,-13.554449081420898
translation_018053,translation_control,-20.635037899017334
translation_018207,translation_control,-6.080535650253296
translation_018208,translation_control,-8.424161195755005
translation_018223,translation_control,-3.407256543636322
translation_018224,translation_control,-5.577847361564636
translation_018229,translation_control,-2.611841559410095
translation_018316,translation_control,-10.462913513183594
translation_018317,translation_control,-8.28032112121582
translation_018326,translation_control,-6.082508087158203
translation_018372,translation_control,-12.153183221817017
translation_018417,translation_control,-15.615920066833496
translation_018460,translation_control,-6.888841390609741
translation_018461,translation_control,-5.892235279083252
translation_018470,translation_control,-7.550379037857056
translation_018471,translation_control,-6.613455772399902
translation_018504,translation_control,-4.665736198425293
translation_018659,translation_control,-11.7188081741333
translation_018662,translation_control,-6.73525869846344
translation_018666,translation_control,-20.52873992919922
translation_018669,translation_control,-10.101422615349293
translation_018714,translation_control,-9.378065586090088
translation_018715,translation_control,-7.6281514167785645
translation_018736,translation_control,-9.65358829498291
translation_018737,translation_control,-6.007505178451538
translation_018740,translation_control,-8.317704677581787
translation_018763,translation_control,-14.307388305664062
translation_018765,translation_control,-13.360453128814697
translation_018768,translation_control,-14.366722106933594
translation_018809,translation_control,-6.780173063278198
translation_018810,translation_control,-8.636306524276733
translation_018812,translation_control,-4.499489903450012
translation_018847,translation_control,-3.758285641670227
translation_018849,translation_control,-4.375742673873901
translation_018931,translation_control,-14.64475679397583
translation_018933,translation_control,-17.943809986114502
translation_018946,translation_control,-8.796460390090942
translation_018970,translation_control,-5.009088635444641
translation_018972,translation_control,-6.484351754188538
translation_018978,translation_control,-2.1202130913734436
translation_018988,translation_control,-7.00539755821228
translation_018991,translation_control,-22.88499164581299
translation_018994,translation_control,-9.533353567123413
translation_019021,translation_control,-7.224732160568237
translation_019030,translation_control,-20.80795192718506
translation_019054,translation_control,-22.734413146972656
translation_019055,translation_control,-14.701931953430176
translation_019057,translation_control,-12.753115177154541
translation_019105,translation_control,-5.410962104797363
translation_019197,translation_control,-17.101644158363342
translation_019218,translation_control,-15.954941272735596
translation_019221,translation_control,-15.30796194076538
translation_019264,translation_control,-23.879982948303223
translation_019271,translation_control,-8.695712804794312
translation_019272,translation_control,-15.519620895385742
translation_019334,translation_control,-9.037088871002197
translation_019335,translation_control,-17.93937110900879
translation_019338,translation_control,-11.983645915985107
translation_019340,translation_control,-9.356720924377441
translation_019342,translation_control,-10.090420246124268
translation_019344,translation_control,-7.463495254516602
translation_019348,translation_control,-7.462881565093994
translation_019349,translation_control,-9.937968730926514
translation_019363,translation_control,-12.041899681091309
translation_019364,translation_control,-9.215121746063232
translation_019365,translation_control,-10.556185722351074
translation_019370,translation_control,-10.08916425704956
translation_019416,translation_control,-14.138303279876709
translation_019454,translation_control,-10.958051681518555
translation_019485,translation_control,-10.679893016815186
translation_019505,translation_control,-13.263946771621704
translation_019508,translation_control,-11.71469759941101
translation_019522,translation_control,-24.95966625213623
translation_019526,translation_control,-27.899102210998535
translation_019536,translation_control,-12.803977012634277
translation_019547,translation_control,-14.562160968780518
translation_019588,translation_control,-27.090750694274902
translation_019595,translation_control,-7.300475120544434
translation_019608,translation_control,-12.748542785644531
translation_019609,translation_control,-7.294042468070984
translation_019714,translation_control,-13.393977403640747
translation_019761,translation_control,-11.231491088867188
translation_019817,translation_control,-19.118908882141113
translation_019818,translation_control,-18.115371704101562
translation_019819,translation_control,-15.548693656921387
translation_019821,translation_control,-15.390420913696289
translation_019837,translation_control,-11.875133991241455
translation_019841,translation_control,-3.34341299533844
translation_019843,translation_control,-23.95502281188965
translation_019850,translation_control,-22.991921424865723
translation_019895,translation_control,-10.849143981933594
translation_019896,translation_control,-11.216887950897217
translation_019897,translation_control,-12.116329669952393
translation_019908,translation_control,-8.292732238769531
translation_019914,translation_control,-10.140513181686401
translation_019917,translation_control,-6.389611721038818
translation_019932,translation_control,-5.455328702926636
translation_019935,translation_control,-4.40261173248291
translation_019947,translation_control,-8.535573482513428
translation_019983,translation_control,-12.941450119018555
translation_019985,translation_control,-13.631520748138428
translation_019986,translation_control,-11.15599012374878
translation_019987,translation_control,-10.519375324249268
translation_019997,translation_control,-6.580113410949707
translation_020011,translation_control,-8.554957389831543
translation_020012,translation_control,-6.005148068070412
translation_020018,translation_control,-11.813157081604004
translation_020023,translation_control,-14.54411268234253
translation_020057,translation_control,-8.863835573196411
translation_020061,translation_control,-9.983011245727539
translation_020070,translation_control,-5.41581654548645
translation_020082,translation_control,-13.130757331848145
translation_020124,translation_control,-16.428671836853027
translation_020125,translation_control,-18.20503044128418
translation_020126,translation_control,-13.704594612121582
translation_020127,translation_control,-14.500637531280518
translation_020128,translation_control,-12.039662837982178
translation_020129,translation_control,-12.69725751876831
translation_020133,translation_control,-7.0345189571380615
translation_020134,translation_control,-9.147200107574463
translation_020168,translation_control,-15.937253475189209
translation_020194,translation_control,-12.677690982818604
translation_020224,translation_control,-21.01880931854248
translation_020247,translation_control,-6.7305086851119995
translation_020299,translation_control,-15.710302352905273
translation_020300,translation_control,-16.662282943725586
translation_020313,translation_control,-9.484185218811035
translation_020314,translation_control,-9.07178783416748
translation_020330,translation_control,-5.448545843362808
translation_020334,translation_control,-2.160860776901245
translation_020338,translation_control,-15.586254119873047
translation_020369,translation_control,-12.143601059913635
translation_020370,translation_control,-14.474756240844727
translation_020372,translation_control,-12.401278972625732
translation_020425,translation_control,-9.413470268249512
translation_020426,translation_control,-7.070388390216976
translation_020428,translation_control,-15.56166124343872
translation_020430,translation_control,-9.207799434661865
translation_020460,translation_control,-7.42201042175293
translation_020463,translation_control,-18.890254020690918
translation_020547,translation_control,-11.318966388702393
translation_020548,translation_control,-11.958144664764404
translation_020601,translation_control,-14.797133922576904
translation_020612,translation_control,-5.3041001334786415
translation_020638,translation_control,-4.611421346664429
translation_020640,translation_control,-10.561988115310669
translation_020641,translation_control,-5.507449984550476
translation_020653,translation_control,-18.67834234237671
translation_020655,translation_control,-14.914417743682861
translation_020719,translation_control,-8.26452088356018
translation_020732,translation_control,-21.979199409484863
translation_020737,translation_control,-18.29419469833374
translation_020771,translation_control,-19.307530403137207
translation_020791,translation_control,-9.008632183074951
translation_020797,translation_control,-11.619712829589844
translation_020798,translation_control,-9.879837989807129
translation_020810,translation_control,-12.471710681915283
translation_020824,translation_control,-20.999009132385254
translation_020825,translation_control,-19.137876987457275
translation_020826,translation_control,-25.418481826782227
translation_020848,translation_control,-9.80884575843811
translation_020937,translation_control,-9.780157089233398
translation_020938,translation_control,-9.098793506622314
translation_020943,translation_control,-9.665070533752441
translation_020944,translation_control,-8.77202296257019
translation_020953,translation_control,-15.721858024597168
translation_020956,translation_control,-10.087594032287598
translation_020959,translation_control,-12.79556655883789
translation_020960,translation_control,-12.213179111480713
translation_020992,translation_control,-6.074571371078491
translation_021034,translation_control,-14.236506462097168
translation_021037,translation_control,-14.103848457336426
translation_021064,translation_control,-11.68137502670288
translation_021073,translation_control,-9.3562912940979
translation_021074,translation_control,-8.847981214523315
translation_021102,translation_control,-13.87679386138916
translation_021103,translation_control,-13.875683784484863
translation_021106,translation_control,-18.655105590820312
translation_021148,translation_control,-5.83215069770813
translation_021150,translation_control,-3.9257900714874268
translation_021151,translation_control,-3.956502318382263
translation_021152,translation_control,-4.685732841491699
translation_021157,translation_control,-8.66676115989685
translation_021179,translation_control,-8.25899052619934
translation_021180,translation_control,-14.692779302597046
translation_021205,translation_control,-14.440478563308716
translation_021208,translation_control,-9.545518159866333
translation_021220,translation_control,-13.318197250366211
translation_021221,translation_control,-15.568921089172363
translation_021222,translation_control,-8.208069801330566
translation_021223,translation_control,-10.67396068572998
translation_021226,translation_control,-18.216835021972656
